N,P,K,ph,Soiltype,temperature,humidity,rainfall,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,elevation,slope,aspect,latitude,longitude,label
133,47,24,7.231324765,Black,24.40228894,79.19732001,90.8022356,0.6328,0.7348,0.9685,0.8811,19.2205,25.216,31.9402,25.5767,15.5602,20.3355,25.8396,20.6962,5.8449,18.6372,44.6086,17.359,26.0,0.122559,105.057802,21.062317,73.05252,cotton
136,36,20,6.925412377000001,Black,23.09595631,84.86275707,71.29581071,0.6564,0.7654,1.0078,0.9416,17.8148,23.7777,31.3925,24.3606,14.3504,19.1585,25.6185,19.7414,5.2566,13.0382,38.4492,15.7512,330.0,0.387799,252.748844,22.36095,75.2999,cotton
104,47,18,7.633437412,Sandy loam,23.9656349,76.97696717,90.75616738,0.6157,0.6974,0.9184,0.8435,17.7638,24.5974,30.1184,25.1998,14.169,19.8043,24.127,20.4067,8.5512,21.5843,42.8866,16.9399,94.0,0.128825,269.660384,21.798971,71.505815,cotton
133,47,23,6.827354668,Black,24.88738107,75.62137159,89.76050416,0.6213,0.6624,0.9156,0.8257,19.9436,25.7619,33.4699,26.019,16.2105,20.7845,27.2481,21.0415,14.2987,19.0705,48.0929,18.183,318.0,0.138791,330.072367,21.07676,77.395856,cotton
126,38,23,6.176716425,Sandy loam,25.36243778,83.63276077,88.43618918,0.6757,0.7578,0.984,0.9221,19.8076,27.1546,33.6854,26.6568,16.0033,22.0821,27.3448,21.5843,10.7832,18.1789,44.6392,17.512,8.0,0.098085,306.729946,24.719701,71.234138,cotton
126,50,19,6.6287228360000015,Alluvial,24.69457084,81.7358876,78.58494391,0.6481,0.7371,0.9829,0.9054,19.6629,26.1661,32.8193,25.901,15.9587,21.2272,26.6456,20.9621,10.1175,14.322,37.7815,16.8201,319.0,0.068297,276.249319,25.979648,75.360529,cotton
113,41,20,7.256877571,Black,25.0017188,80.53965818,96.32600992,0.6452,0.7322,0.961,0.9072,19.9324,26.8707,32.2857,26.3927,16.1821,21.8704,26.0353,21.3923,11.6842,18.0903,52.0703,19.0248,0.0,0.0,4.387728,19.07422,70.573968,cotton
121,45,22,6.443785385,Alluvial,22.45942937,81.30681027,64.23026638,0.6497,0.7203,1.0001,0.8867,17.5574,23.1956,30.0055,23.4061,14.1885,18.7037,24.3906,18.9142,6.2387,13.8487,31.2477,15.0975,493.0,0.026425,160.752957,18.125662,75.770714,cotton
121,47,16,7.7232401510000015,Alluvial,23.60564038,79.29573149,72.49800885,0.6256,0.7175,0.9328,0.8934,18.9969,25.2622,30.541,25.1298,15.4561,20.5411,24.6396,20.4087,5.4454,16.0164,34.4991,13.6407,25.0,0.061856,22.062138,21.893611,73.493881,cotton
129,60,22,5.947448589,Black,24.58453146,79.12404171,71.94608134,0.6413,0.7208,0.9612,0.8686,20.4982,25.9208,32.5894,25.7829,16.8106,21.0039,26.4433,20.866,4.4085,9.5383,36.7708,13.9266,171.0,0.137843,276.945588,25.921741,70.677308,cotton
107,45,25,7.2277455160000015,Black,23.0865933,83.55546146,71.84080724,0.6616,0.7464,1.0064,0.9146,17.5927,24.2977,30.681,24.4941,14.1297,19.6804,24.9094,19.8767,6.3509,12.6299,34.8419,14.4943,146.0,0.148331,143.56774,23.137943,73.326844,cotton
122,59,18,6.219469084,Black,23.5000992,83.63488952,79.81328183,0.663,0.7391,0.979,0.9318,18.9939,24.6025,30.7036,24.5838,15.4688,19.9025,24.8285,19.8837,5.6365,15.4078,40.9679,16.3937,363.0,0.154235,85.771732,21.648229,76.311427,cotton
140,38,15,6.021439523,Alluvial,24.1472953,75.88298598,69.91563467,0.619,0.6672,0.9005,0.8304,19.3838,25.3542,31.6205,24.2648,15.7617,20.5248,25.5837,19.4353,6.7281,16.4622,36.4373,15.7997,67.0,0.049973,28.328303,22.835436,73.405633,cotton
102,49,21,6.253343655,Sandy loam,24.69315538,84.84422454,89.799462,0.6716,0.7708,1.0154,0.9328,19.227,24.9228,32.2736,26.2545,15.523,19.9842,26.1003,21.3159,8.1476,17.7141,44.9279,15.2366,875.0,1.661178,273.356429,19.438379,74.075319,cotton
111,40,25,6.187455798999999,Sandy loam,24.48469200000001,84.44932014,90.94342484,0.6806,0.7603,1.0192,0.9413,19.5695,26.2465,32.8398,25.6435,15.8967,21.3496,26.7186,20.7466,9.5054,20.4114,43.9758,15.1934,104.0,0.127595,221.736873,22.4164,73.600366,cotton
131,35,18,7.0576933660000005,Alluvial,24.49112609,82.24415809,64.02949379,0.6545,0.744,0.9853,0.909,19.0908,26.1521,32.4474,25.3592,15.4171,21.2539,26.3246,20.461,4.6725,11.3838,30.2344,14.6839,0.0,0.0,104.864116,20.842458,71.486328,cotton
135,43,16,6.720449769,Alluvial,23.47986888,81.73049149,86.76287924,0.6593,0.7391,0.9931,0.8967,18.247,24.0244,30.7698,24.8255,14.725,19.3285,24.8998,20.1296,11.8398,19.0139,47.7791,19.3065,330.0,0.434178,112.540858,22.836586,74.623508,cotton
100,46,18,6.4316895060000006,Alluvial,24.18586246,76.04203958,69.08056728,0.5831,0.6883,0.9039,0.828,19.4674,25.1979,31.7014,26.2227,15.8395,20.3607,25.6549,21.3855,6.9026,13.4288,36.0093,11.022,88.0,0.210123,75.378398,24.774431,71.894,cotton
123,39,24,7.453106264,Black,25.00755095,78.17952126,86.06411872,0.6251,0.6982,0.9407,0.8477,19.7034,25.6433,33.5099,25.5968,15.9523,20.6418,27.258,20.5953,10.9483,12.9174,42.1052,18.0414,35.0,0.022733,121.992838,22.01383,73.286703,cotton
117,56,15,7.368258226,Sandy loam,25.99237426,77.0543546,89.1188212,0.6175,0.6839,0.9419,0.8386,19.9153,27.1182,33.5021,27.2099,16.0164,21.9197,27.004,22.0114,12.9978,18.5878,47.3666,16.9722,30.0,0.021724,359.434721,22.36933,72.93576,cotton
121,36,24,7.352401887,Sandy loam,23.66457347,81.69105088,99.36898373,0.6574,0.7453,0.9694,0.9088,18.488,24.3295,30.8059,24.318,14.9383,19.5966,24.8897,19.5851,12.0162,21.1092,49.917,17.626,431.0,0.159353,99.64467,25.825868,74.545197,cotton
101,58,18,6.652143699,Sandy loam,25.66891439,81.38103349,78.59595817,0.6502,0.7432,0.9691,0.8775,20.4881,26.9009,33.4844,26.61,16.6378,21.7672,27.0671,21.4762,6.7383,13.3347,39.2207,13.6089,34.0,0.192958,62.894819,23.63906,70.905315,cotton
107,42,24,6.144631795,Sandy loam,22.04612876,84.62978302,86.00758678,0.6795,0.7612,1.0166,0.9063,18.1802,23.0071,29.199,23.2753,14.8733,18.5979,23.6875,18.8661,9.0255,16.3419,40.6613,18.0292,274.0,0.179068,301.979031,21.852263,75.523978,cotton
100,41,22,7.318802162000001,Sandy loam,22.4204752,84.55794703,93.46595573,0.6755,0.7668,1.0245,0.9377,16.9514,23.5429,28.6562,23.3162,13.5884,19.0588,23.0511,18.8321,6.9573,21.6988,46.9953,18.2213,463.0,0.269305,168.826939,19.1367,75.850345,cotton
125,39,21,7.954629324,Sandy loam,25.03149561,82.21276599,95.0191318,0.6478,0.7548,0.9846,0.9077,20.0711,26.7549,31.4602,26.1667,16.3163,21.7486,25.2023,21.1604,8.2359,18.9338,47.5744,18.05,368.0,0.197019,147.983215,25.868633,77.869347,cotton
105,60,23,6.207652157,Alluvial,23.53371386,77.21705554,87.54004943,0.6061,0.6858,0.9147,0.8568,18.9522,25.4854,31.0933,25.2617,15.4222,20.7787,25.2099,20.5549,11.2277,15.6808,42.7848,21.4684,662.0,4.603103,95.453344,24.230959,73.719491,cotton
102,46,19,6.631005298,Alluvial,22.77076388,82.5993307,81.49543437,0.6547,0.742,0.994,0.9074,18.0174,23.834,29.4207,23.5509,14.6018,19.2799,23.7281,18.9967,8.252,16.2515,37.9304,11.78,517.0,0.030006,186.908295,18.625877,77.119324,cotton
131,49,22,7.306918817000001,Black,25.49848236,79.9751579,67.05961949,0.6193,0.7157,0.9609,0.8774,20.4646,26.127,34.5658,27.2503,16.6398,21.0273,28.1912,22.1506,8.0451,14.4502,29.5646,13.5517,602.0,0.078615,178.575185,18.707571,73.779613,cotton
139,35,15,5.898293044,Alluvial,25.248679,83.4630147,86.55517751,0.6455,0.7634,1.0142,0.9187,20.1623,26.3063,32.3254,25.7375,16.375,21.2565,26.0132,20.6878,8.6686,18.7653,44.1766,19.3807,521.0,0.186584,102.214819,23.933489,77.683288,cotton
108,36,19,7.238566893,Alluvial,22.78249615,77.51235009,64.61444234,0.6339,0.6882,0.9185,0.8593,17.3342,23.526,29.6565,24.2522,13.9168,18.9695,23.9609,19.6957,3.4362,15.6768,33.1976,12.3802,586.0,0.065164,358.786704,18.624655,75.069501,cotton
118,45,23,7.977651226,Sandy loam,23.37044424,77.43198948,71.67870701,0.613,0.7077,0.9167,0.8644,18.5315,25.1111,30.9336,24.5961,15.0259,20.437,25.091,19.922,10.5175,15.924,37.106,15.9506,266.0,0.136666,345.144183,24.384786,72.499998,cotton
107,51,22,5.983075895,Black,24.86560781,78.22080815,79.56866268,0.6089,0.7065,0.9432,0.8452,19.8569,25.8299,32.4981,26.1697,16.127,20.8568,26.2817,21.1966,7.7789,15.0826,38.9201,14.2489,0.0,0.0,8.293023,18.422194,72.748369,cotton
125,60,17,6.785723961,Sandy loam,24.14386157,84.51591287,80.36146974,0.6638,0.758,1.0047,0.9219,19.3413,25.8383,32.3104,25.384,15.7197,21.0095,26.2744,20.5552,10.5276,22.0698,41.6731,13.9325,404.0,4.603103,275.466254,24.228217,73.75095,cotton
113,37,20,7.393441155,Black,25.03300222,79.04368718,97.10087029,0.6264,0.7039,0.9226,0.8835,20.2109,25.8241,33.0499,25.9116,16.456,20.8175,26.7917,20.905,9.5063,19.1663,48.5843,25.3057,81.0,0.099612,255.453156,22.101305,73.753859,cotton
131,52,16,6.486068274,Alluvial,23.65724079,84.47601498,88.54479121,0.6586,0.78,1.0078,0.9316,18.4504,24.7374,31.4828,24.9726,14.9019,20.0059,25.5685,20.2412,9.0882,21.0421,45.6279,14.5925,445.0,0.876734,340.756754,23.870516,73.368129,cotton
115,48,16,7.175934962,Alluvial,25.54359718,84.09229796,88.94245493,0.6738,0.7489,1.017,0.9432,20.6465,26.5207,32.6514,25.7914,16.8149,21.412,26.2655,20.6827,8.6926,18.423,42.363,16.0723,224.0,0.026812,41.013783,25.68465,76.385786,cotton
113,38,25,7.388265887999999,Sandy loam,22.00085141,79.47270984,90.42224164,0.6471,0.7057,0.9701,0.8671,16.9646,22.3344,29.3435,23.8083,13.6645,17.9342,23.8433,19.4081,12.7511,16.3191,43.0506,18.7567,0.0,0.0,186.502382,20.313668,70.28261,cotton
111,41,18,6.10539819,Sandy loam,23.64328417,78.1258666,80.96157332,0.6238,0.707,0.9419,0.8644,17.9834,24.6679,30.5899,24.814,14.4369,19.9392,24.6791,20.0854,7.8739,14.1783,43.1649,17.7085,236.0,0.023784,99.883479,25.382916,75.995402,cotton
111,53,19,6.419536555,Sandy loam,23.96436009,78.02763149,84.63148859,0.6147,0.7215,0.94,0.8631,19.2872,24.8175,31.6849,26.1317,15.6925,20.0247,25.6938,21.3388,6.9091,17.9427,39.6742,18.3726,252.0,0.179451,50.265217,23.815774,74.50965,cotton
122,48,16,6.307585854,Alluvial,24.65425757,75.6350708,61.82980133,0.6129,0.6712,0.9082,0.8487,18.5325,25.2256,31.7178,26.054,14.8343,20.2947,25.5543,21.1232,5.4706,9.8362,30.1414,12.107,635.0,0.078615,358.576994,18.491342,73.785284,cotton
108,46,17,6.93221485,Alluvial,24.3017998,84.87668973,65.0247867,0.6766,0.7792,1.0196,0.9518,18.0152,25.4739,30.977,26.0571,14.37,20.6136,24.9015,21.1967,8.8893,13.9108,33.1064,14.8204,0.0,0.0,108.586905,19.352634,70.412959,cotton
132,41,22,7.810865753,Alluvial,24.29144926,81.02453404,90.41694635,0.655,0.7296,0.9856,0.9049,19.3498,24.7746,31.2807,24.8201,15.706,19.9163,25.2078,19.9619,8.7057,18.814,47.2193,17.4668,251.0,0.249306,136.061411,25.922919,76.471166,cotton
103,42,17,6.527541661,Black,24.29470232,84.61527627,81.05902285,0.6877,0.753,1.0233,0.9331,18.7428,26.459,31.7466,24.8444,15.0986,21.6001,25.6729,19.9854,8.0038,12.7485,38.6752,13.2844,29.0,0.01736,317.157686,22.994536,72.294525,cotton
133,50,25,7.569454601,Sandy loam,25.72180042,81.19666206,99.93100821,0.6462,0.7438,0.984,0.8789,20.4093,26.316,34.1416,27.449,16.551,21.1716,27.7112,22.3047,10.982,19.6201,47.6506,17.2459,543.0,0.203938,59.597399,18.660081,74.044769,cotton
127,37,18,7.041065585,Black,24.87663664,76.30050373,91.9223468,0.6215,0.6877,0.9081,0.8286,20.5724,25.9354,32.6445,26.2274,16.8409,20.96,26.4253,21.2521,13.3396,19.4392,44.169,16.1947,245.0,0.193292,109.359272,24.811562,72.22279,cotton
110,39,25,7.208795456,Alluvial,22.60612115,77.34264002,75.13617229,0.6178,0.6903,0.9215,0.8685,17.9991,23.524,29.2645,23.6316,14.6082,19.0027,23.613,19.1104,9.388,15.8743,36.3312,12.2737,0.0,0.0,289.260644,19.06031,72.247775,cotton
131,38,19,6.814341946,Alluvial,23.86814008,75.68339729,90.4547185,0.6128,0.6955,0.8963,0.8387,19.4439,26.6299,30.6707,24.2125,15.8637,21.8563,24.7037,19.4389,12.1794,19.9423,45.9477,13.8211,66.0,0.035785,350.3067,24.862867,70.113624,cotton
108,38,24,7.442217061,Black,23.41022496,76.43836957,78.82199603,0.6083,0.669,0.9137,0.8437,19.0117,24.2066,31.3938,24.3853,15.5001,19.5245,25.5412,19.7032,8.1354,18.2338,40.7349,17.2827,0.0,0.0,225.892801,18.892395,71.396911,cotton
122,40,17,6.854558957,Sandy loam,24.96440768,81.31677618,80.03995829,0.6639,0.7242,0.9608,0.8863,19.937,26.2267,33.1708,26.0721,16.1924,21.2338,26.9297,21.0792,9.0418,15.051,42.2316,13.8105,110.0,0.108053,24.111141,22.734161,71.209085,cotton
111,50,15,7.884550475,Sandy loam,25.16820129,80.30351815,84.62419032,0.6423,0.717,0.9637,0.8984,20.1571,25.7951,32.6573,26.6689,16.3819,20.7614,26.3653,21.6352,11.6399,16.7404,42.9511,14.3179,379.0,0.195171,321.574108,21.573225,76.462726,cotton
140,40,17,6.006085786,Alluvial,22.72767171,77.07598065,77.55176318,0.6101,0.6838,0.9251,0.8552,18.0669,24.0797,30.0859,24.193,14.6578,19.5342,24.404,19.6475,8.6152,13.708,38.3366,14.4511,616.0,0.057603,312.770502,20.090021,75.606199,cotton
100,40,20,7.432043735,Alluvial,22.45145981,76.25674874,86.84998693,0.5974,0.6873,0.9097,0.8312,17.2545,22.8625,29.2908,24.3289,13.8868,18.3722,23.6779,19.8386,8.7519,19.8037,47.4207,17.648,317.0,0.152506,326.871472,21.879348,76.394976,cotton
123,50,16,6.498052108,Alluvial,23.04920461,75.53835214,70.65644296,0.6063,0.6822,0.9158,0.826,18.3156,24.2453,30.847,23.4223,14.8582,19.6354,25.0847,18.8125,10.695,15.5086,36.4044,15.7701,279.0,0.12985,289.985332,24.896115,72.742784,cotton
107,36,21,6.205263534,Sandy loam,25.29250148,75.66653335,62.64174227,0.6136,0.6924,0.9076,0.8259,20.043,25.9686,33.6641,26.6222,16.2492,20.9101,27.341,21.5637,10.0385,11.8676,35.5749,13.3681,0.0,0.0,45.816697,18.675212,71.160562,cotton
118,50,19,6.360812227,Black,22.95604064,82.33733678,66.48339303,0.6701,0.7399,0.9889,0.9064,18.2399,25.3414,29.8279,24.2444,14.7964,20.7502,24.0889,19.6532,7.5444,13.0974,33.7038,12.077,156.0,0.091217,200.98851,25.471535,71.233202,cotton
103,51,20,7.0466074339999984,Alluvial,22.80213132,84.14668447,91.6389565,0.6694,0.7566,1.0307,0.9352,17.5158,24.6206,29.8872,24.2176,14.0955,20.0602,24.1867,19.6572,11.447,16.4446,47.8174,21.4089,661.0,0.455849,346.295312,21.967586,77.948685,cotton
133,57,19,7.947011366,Alluvial,23.54234715,75.98203329,84.12536744,0.6039,0.6854,0.9255,0.8478,17.9632,25.013,30.6459,25.0667,14.4318,20.3046,24.7603,20.3583,7.3551,18.3377,41.924,19.0553,88.0,0.09112,87.986494,24.162942,71.90358,cotton
129,47,20,6.281913857999999,Black,24.41212325,80.80343786,98.60457373,0.6546,0.7199,0.9462,0.9004,19.405,25.8895,32.0223,25.6911,15.7431,21.0071,25.9192,20.8086,13.3438,20.887,50.2263,18.2207,317.0,0.745661,87.076746,21.52148,75.100597,cotton
116,52,19,6.114525877,Sandy loam,22.94276687,75.37170612,67.08022574,0.6047,0.6786,0.901,0.8263,17.3146,24.1368,30.0429,24.2796,13.8732,19.5483,24.3072,19.691,7.4684,11.2786,35.6855,16.8638,476.0,0.002884,55.712012,19.686854,75.874889,cotton
114,40,23,6.7539780610000015,Alluvial,25.53676123,81.13668716,95.4262599,0.6547,0.7311,0.9756,0.8928,19.9757,27.6292,33.4471,27.2365,16.1452,22.5218,27.0629,22.1292,9.2088,19.3181,50.1122,22.4879,291.0,0.049976,82.969769,20.760606,75.138089,cotton
131,60,17,7.4250413160000015,Sandy loam,25.32023717,81.79475917,83.46532547,0.65,0.7403,0.9706,0.8864,20.3762,26.3787,33.9124,25.9974,16.5781,21.3147,27.5823,20.9334,5.5858,17.8875,40.8544,15.4374,1.0,0.016255,175.600003,24.043871,70.927955,cotton
107,43,18,6.745104394,Alluvial,22.426733,81.53480799,65.54475812,0.66,0.716,0.995,0.8905,17.8444,23.1434,29.069,23.4623,14.4803,18.6581,23.4623,18.977,4.6578,13.5377,33.592,10.1196,14.0,0.060799,65.804685,19.340803,73.189958,cotton
123,44,21,7.6411165689999985,Sandy loam,25.78544484,75.00539324,91.39578861,0.5938,0.6788,0.9194,0.8229,19.6221,26.5751,33.6141,27.1038,15.7543,21.418,27.1677,21.9467,7.7418,19.3077,42.2044,17.1778,584.0,0.056932,336.987713,20.410937,75.969204,cotton
112,49,25,6.470135478,Black,25.68959532,77.90621048,66.19426787,0.6232,0.6882,0.9309,0.8517,19.8817,26.7781,33.5733,26.9198,16.0283,21.6402,27.1509,21.7818,6.1684,10.0026,32.7031,12.814,218.0,0.084,81.366412,24.019423,74.260167,cotton
119,44,15,7.091992365,Alluvial,22.14593688,82.85975490000001,60.65381719,0.6781,0.7385,0.9933,0.9043,17.0132,23.0677,29.0789,23.1115,13.6913,18.6386,23.5424,18.6823,4.4659,10.6496,29.408,12.9342,205.0,0.098382,115.299983,21.038406,75.644862,cotton
130,59,19,6.520403794,Alluvial,25.07278712,82.50257909,93.51042684,0.6513,0.7492,0.9896,0.9066,20.7724,26.3489,33.0107,25.9439,17.0115,21.3343,26.7425,20.9294,10.139,20.0957,45.8863,16.1329,174.0,0.128825,89.532417,21.796717,71.161199,cotton
127,53,24,6.127939627999999,Alluvial,22.21506982,76.17851932,70.40557612,0.6205,0.7003,0.9111,0.8464,17.1974,23.7722,29.2609,22.8493,13.8652,19.3291,23.7072,18.4063,7.2376,13.7271,33.5776,14.4984,73.0,0.035785,170.298815,24.962222,70.094904,cotton
134,52,18,7.994679507000001,Alluvial,23.9643129,76.59175937,76.13090645,0.6225,0.6863,0.9086,0.8341,19.7952,25.5827,31.21,24.7902,16.2006,20.7898,25.2189,19.9973,6.1507,17.6599,36.4739,14.081,323.0,0.151262,332.072384,25.41778,73.590565,cotton
109,36,18,7.524707577,Alluvial,25.40059227,76.53237965,62.51388670000001,0.6302,0.684,0.9236,0.8444,20.4313,27.3024,32.5112,26.8276,16.6212,22.2223,26.1611,21.7475,3.591,13.1985,27.2463,12.8848,434.0,0.022744,293.983156,23.427947,77.694102,cotton
100,48,17,7.827877817999999,Black,23.7805123,83.03878838,66.26555904,0.6698,0.7541,0.9952,0.9094,18.3597,24.8646,31.4763,25.2569,14.7926,20.1085,25.5312,20.5008,7.4087,13.0619,33.5662,10.7854,29.0,0.041415,327.591205,23.46301,70.328141,cotton
132,52,19,6.436691764,Alluvial,24.16402322,76.7433897,61.94626051,0.6258,0.6903,0.9164,0.8531,19.1672,25.5313,31.6223,25.107,15.5426,20.6985,25.5813,20.2742,6.7929,13.8675,33.1837,14.6011,355.0,0.090046,67.779016,25.341697,75.099393,cotton
102,37,25,5.907930899,Alluvial,25.31468463,77.91757121,72.82902109,0.6108,0.6963,0.9304,0.8687,20.2187,26.4794,33.6101,26.4599,16.4215,21.4165,27.2815,21.397,7.3372,14.8513,36.0717,14.0516,246.0,0.115996,334.744727,25.649469,73.454287,cotton
111,39,22,6.135025006,Sandy loam,22.60361557,80.35090459999998,88.57395505,0.6271,0.7298,0.9509,0.8872,17.1831,23.3535,29.3978,24.0582,13.7926,18.8327,23.7469,19.5375,9.5829,15.0524,45.1562,15.5429,329.0,0.042886,203.323938,25.344336,76.866845,cotton
117,51,15,6.044556594,Alluvial,22.9535715,78.71555832,99.75336197,0.6321,0.7236,0.9385,0.8825,17.7031,23.9807,29.3823,25.1714,14.26,19.39,23.6439,20.5807,6.5999,19.5908,48.6153,21.4125,0.0,0.0,149.877354,20.679739,72.136703,cotton
136,36,24,7.59781958,Sandy loam,22.74446976,80.41198458,90.07326633,0.6553,0.733,0.9605,0.8837,17.7397,24.42,30.4217,24.3707,14.3281,19.8711,24.7356,19.8218,6.7404,17.712,42.5065,19.2182,645.0,0.251145,265.958675,18.786214,75.234746,cotton
134,56,18,6.691268104,Black,23.80834611,83.91902605,70.97358303,0.6641,0.762,1.0017,0.9239,19.6595,25.7836,30.7709,25.1174,16.0883,21.0219,24.8189,20.3558,6.8106,12.7952,34.01,14.7532,281.0,0.054183,32.336471,21.12923,76.185208,cotton
112,54,15,6.1754923060000015,Sandy loam,25.46228792,81.56641891,76.88582484,0.6518,0.7459,0.9727,0.9013,19.6311,26.8079,33.661,26.8147,15.8118,21.7154,27.2954,21.7223,3.5772,12.5277,40.0479,15.5068,474.0,0.022849,220.371721,23.992727,75.874508,cotton
105,56,15,7.272316208999999,Sandy loam,25.96779712,81.97904282,74.14169043,0.6593,0.7341,0.977,0.9124,21.1138,27.3155,33.8728,27.2941,17.2186,22.122,27.3809,22.1005,6.0033,15.1531,37.4694,13.9984,75.0,0.008172,309.065142,22.709794,71.559405,cotton
140,45,15,5.801047545,Black,25.5308271,80.04662756,99.39557151,0.6367,0.7037,0.976,0.8863,19.1151,27.0152,33.328,26.8136,15.2855,21.909,26.9453,21.7074,6.6867,17.9024,47.552,22.8472,306.0,1.126049,175.918884,20.699253,75.522227,cotton
126,46,25,6.757457943,Black,24.43847399,81.69801729,60.79645852,0.6645,0.7389,0.9746,0.898,19.6342,25.0558,31.5972,26.0467,15.9684,20.1681,25.4876,21.159,7.8083,13.8566,28.7918,11.5176,730.0,1.453628,344.158788,19.439333,74.3809,cotton
106,49,24,6.983395572999999,Sandy loam,23.03887865,76.47039772,90.64770699,0.6111,0.6768,0.9052,0.8391,17.5023,24.3125,30.0191,23.6023,14.0465,19.7047,24.2593,18.9945,7.9296,18.4854,42.6693,18.3715,455.0,0.011667,167.929419,23.382415,76.653516,cotton
121,53,19,7.976889497999999,Sandy loam,23.51308653,76.72621429,80.11272117,0.6169,0.6861,0.9245,0.8439,18.6515,25.2179,30.7788,24.8856,15.1245,20.5153,24.9006,20.1829,6.4942,16.9228,39.6277,17.6502,0.0,0.0,31.762538,18.095691,70.78159,cotton
108,60,17,6.558902588,Black,22.75805656,76.75768356,97.76600619,0.5964,0.6893,0.9217,0.8403,17.5126,24.4304,29.3431,23.4581,14.0989,19.8788,23.6536,18.9065,7.8299,19.7373,46.8374,20.4434,705.0,0.619002,216.114457,18.831258,73.567538,cotton
116,56,17,7.979090365,Black,24.71252544,77.7293114,85.24963302,0.6276,0.6976,0.9302,0.8495,19.737,25.9448,32.4432,25.9888,16.0302,21.0023,26.2651,21.0463,5.3488,13.9856,43.6479,18.9015,0.0,0.0,22.086931,19.755331,72.266376,cotton
100,52,19,7.903528672999999,Black,23.45969093,82.44777468,93.50153555,0.6589,0.7473,1.0132,0.9052,17.3639,24.1766,30.079,25.4579,13.8449,19.4846,24.2141,20.766,5.8237,16.1519,44.0322,17.6506,0.0,0.0,132.316481,19.544636,70.189604,cotton
129,43,16,6.73210948,Black,25.5503704,77.85055621,78.58488484,0.6362,0.7091,0.9394,0.8586,20.4043,26.5728,34.0858,26.9172,16.5718,21.4627,27.6982,21.8071,5.5664,16.293,42.9089,16.3604,377.0,0.377148,64.92842,18.73553,77.508044,cotton
118,44,23,6.6916904760000016,Black,22.08458267,82.82904143,67.06459777,0.6711,0.7549,0.9838,0.9254,17.3204,23.5829,29.2369,23.6105,14.0077,19.166,23.7157,19.1936,7.1805,14.2698,32.4316,9.5321,458.0,0.022439,229.971201,23.252844,76.683673,cotton
117,43,25,7.839849298,Sandy loam,24.68854799,78.51206972,69.31153566,0.6283,0.7114,0.9404,0.8668,19.1583,25.5117,31.3878,26.3131,15.455,20.574,25.2157,21.3754,5.1726,17.0251,35.5823,17.3851,346.0,0.0,177.479754,25.603912,75.104663,cotton
126,37,21,6.61448588,Black,25.84997269,84.16855231,77.03421249,0.6865,0.7454,1.0136,0.9298,20.3713,27.1715,33.8679,27.4357,16.4938,22.0015,27.4054,22.2657,6.4107,17.2086,37.8904,13.4175,13.0,0.192958,242.916684,23.664601,70.959817,cotton
120,48,16,7.456971816,Alluvial,22.46054478,75.40989245,71.85436078,0.603,0.6817,0.925,0.8279,17.2193,24.515,28.673,23.5588,13.8502,20.0229,23.0579,19.0667,8.5046,16.3859,37.1386,12.1565,50.0,0.098085,126.648248,24.851527,71.039258,cotton
102,45,16,7.2942193,Alluvial,23.65629976,77.52425987,74.8984994,0.6393,0.6907,0.9412,0.8557,18.2187,24.335,31.0565,24.1525,14.6702,19.6037,25.1425,19.4212,5.5118,12.5833,36.2283,14.8682,518.0,0.143614,274.327009,23.251157,77.199178,cotton
131,56,20,7.762647875,Alluvial,22.00817088,81.83896111,92.23645249,0.6502,0.7374,0.9636,0.9087,17.8328,23.0338,28.6084,23.4662,14.5316,18.6322,23.1064,19.0646,8.7033,17.6622,44.9875,17.5051,371.0,0.098146,239.738045,22.52855,77.737324,cotton
114,40,17,6.363406102000001,Alluvial,24.32630461,80.13456404,69.45072055,0.6408,0.7334,0.939,0.8745,19.8067,24.7164,31.3212,25.745,16.1578,19.8512,25.2397,20.8797,4.2694,13.1441,33.9339,11.7837,404.0,0.090517,216.162478,25.168013,75.565229,cotton
101,37,18,7.63737841,Black,22.92360984,82.68738535,92.91915074,0.6739,0.7563,0.9858,0.901,17.7777,23.7489,30.1768,23.8009,14.3391,19.1642,24.4459,19.2162,6.506,19.5722,46.5206,16.4237,584.0,0.081819,67.082463,20.026686,73.735645,cotton
106,46,20,6.2006719760000015,Alluvial,23.43821725,78.63388824,81.15072105,0.6285,0.7121,0.9355,0.8613,18.8496,24.686,30.5218,24.0491,15.3339,19.9983,24.6623,19.3615,8.7441,15.7207,37.7474,13.0241,346.0,0.0,357.482161,25.489456,75.110244,cotton
113,38,20,6.364729934,Sandy loam,22.10718988,78.58320116,74.94136567,0.6391,0.73,0.9419,0.8457,16.7183,22.9866,29.5035,23.267,13.4022,18.5652,23.9767,18.8456,7.9425,11.6918,39.0408,15.1792,141.0,0.081864,4.314958,25.381563,72.211068,cotton
