Soilcolor,Ph,K,P,N,Zn,S,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,WD10M,GWETTOP,CLOUD_AMT,WS2M_RANGE,PS,label,longitude,latitude,elevation,slope,aspect 
black,5.68,156.0,5.0,0.076819645,1.8,3.8,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.94722222222222,8.830555555555554,970,89.89934167934888,71.56505117707799
black,6.3,514.0,1.0,0.0729,1.3,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.30555555555555,8.597222222222221,-32767,0.0,180.0
brown,6.58,343.0,11.4,0.176364723,1.3,5.9,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.45833333333333,8.038888888888888,1840,89.84084546625535,-90.0
brown,5.4,324.0,3.0,0.1162,1.2,5.0,7.586666667,8.136666667,11.43,10.15,26.32666667,28.97,24.37666667,22.67333333,7.513333333,11.38333333,11.81,10.08666667,0.91,2.266666667,11.76666667,2.96,88.31,0.63,59.11,6.01,77.15,Teff,39.87222222222222,9.758333333333333,1289,89.99062983541981,-42.61405596961119
brown,6.3,331.0,1.0,0.1184,1.2,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.08055555555556,9.01111111111111,1576,89.68169338854864,-90.0
other,6.8,260.0,7.0,0.1157,1.5,5.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.19444444444444,8.033333333333331,-32767,0.0,180.0
brown,5.4,315.0,12.0,0.2177,0.9,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.88055555555555,8.480555555555554,1725,89.98917713930778,54.68878656036681
brown,5.1,413.0,5.0,0.2138,1.8,9.0,7.586666667,8.136666667,11.43,10.15,26.32666667,28.97,24.37666667,22.67333333,7.513333333,11.38333333,11.81,10.08666667,0.91,2.266666667,11.76666667,2.96,88.31,0.63,59.11,6.01,77.15,Teff,37.31111111111111,8.308333333333332,-32767,0.0,180.0
brown,6.1,215.0,6.0,0.1779,0.8,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.66388888888888,8.230555555555554,2694,89.98631478935613,115.46334506187162
black,6.6,484.0,1.0,0.1417,1.3,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.70833333333333,8.222222222222221,-32767,0.0,180.0
brown,4.7,102.0,1.5,0.1801,1.4,3.2,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.46111111111111,8.04722222222222,-32767,0.0,180.0
red,6.1,113.0,2.7,0.1779,0.7,3.5,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.3,9.794444444444444,1514,89.9964835686201,134.10482628978895
brown,6.7,237.0,13.0,0.092,0.8,4.0,7.586666667,8.136666667,11.43,10.15,26.32666667,28.97,24.37666667,22.67333333,7.513333333,11.38333333,11.81,10.08666667,0.91,2.266666667,11.76666667,2.96,88.31,0.63,59.11,6.01,77.15,Teff,39.516666666666666,9.599999999999998,2797,89.85764778422188,-116.565051177078
brown,5.9,247.0,1.0,0.1711,0.8,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.325,8.455555555555554,-32767,0.0,180.0
brown,6.5,181.0,16.0,0.0926,0.8,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.61388888888889,8.23611111111111,1915,89.9812434107501,-45.0
black,6.6,466.0,12.0,0.1532,1.4,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.86944444444444,9.827777777777776,2196,89.99616521945231,121.20051460398064
brown,7.1,890.0,123.0,0.1523,3.7,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.43888888888888,8.894444444444442,1777,89.68169338854864,0.0
brown,6.3,96.0,3.0,0.109118423,0.6,9.3,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.57222222222222,8.66111111111111,2112,89.92882378227155,26.56505117707799
brown,6.7,258.0,12.0,0.1084,1.3,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.352777777777774,9.7,1980,89.99761851079754,134.09061955080085
brown,6.09,265.0,5.1,0.145157154,0.9,2.9,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.638888888888886,8.869444444444444,1247,89.99331759370685,140.96448710125313
black,6.1,331.0,2.5,0.1779,1.0,0.05,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.888888888888886,8.374999999999998,1609,89.98903031703384,88.02506598911803
brown,5.3,233.0,4.0,0.1666,1.7,9.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.82222222222222,9.952777777777776,1245,89.99335265685866,28.70595254340109
brown,6.3,139.0,2.0,0.109118423,1.0,5.2,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.144444444444446,8.674999999999999,1850,89.98617350235287,-87.51044707800085
black,4.7,225.0,0.05,0.1801,1.3,0.05,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.74722222222222,8.288888888888888,-32767,0.0,180.0
brown,6.76,166.0,1.9,0.106543564,0.6,3.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.25555555555555,8.224999999999998,3294,89.98863903313378,-145.1755108430432
brown,6.3,212.0,3.7,0.109118423,1.2,2.2,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.475,8.58611111111111,1928,89.99812231880458,64.49306191115099
brown,6.3,231.0,9.0,0.109118423,1.6,2.7,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.80555555555555,9.502777777777776,1687,89.99571452827017,-43.36342295838329
other,7.0,180.0,4.0,0.0932,0.6,3.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.66666666666666,9.030555555555557,2602,89.84084546625535,0.0
brown,6.3,286.0,8.8,0.109118423,1.4,4.7,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.45,9.627777777777776,1667,89.99622607559819,169.75591255354135
brown,5.84,160.0,2.8,0.150259886,1.0,5.8,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.65833333333333,9.277777777777777,1968,89.99303397741785,-66.80140948635182
brown,5.3,185.0,3.0,0.1614,0.9,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.05,8.549999999999999,2246,89.99283202190064,-82.23483398157467
brown,5.4,204.0,4.0,0.1661,0.9,12.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.28333333333333,9.77222222222222,2677,89.95498419345466,171.86989764584402
brown,5.4,150.0,5.0,0.162,1.0,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.44166666666666,8.277777777777777,2267,89.99813483541722,48.08765128498507
black,6.1,277.0,1.2,0.1779,1.4,2.2,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.59444444444444,9.7,3019,89.95924460219491,140.19442890773482
brown,6.1,80.0,7.8,0.1779,0.7,0.05,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.75277777777777,8.222222222222221,-32767,0.0,180.0
black,6.7,373.0,8.0,0.1532,2.0,5.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.03611111111111,8.08611111111111,2493,89.99391900222838,96.58194465517802
red,5.33,99.0,2.2,0.143733567,1.5,14.9,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.06388888888889,8.849999999999998,-32767,0.0,180.0
brown,4.7,145.0,8.0,0.2127,1.3,14.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.202777777777776,8.930555555555554,2277,89.98660860268531,-75.37912601136834
brown,5.4,102.0,2.0,0.1607,0.7,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.87222222222222,8.39722222222222,2320,89.99640734678573,126.7405620201212
brown,5.4,81.0,2.0,0.1451,0.8,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.894444444444446,8.655555555555555,1856,89.97776827432034,-102.0947570770121
brown,6.3,126.0,0.05,0.1071,0.8,6.2,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.641666666666666,8.630555555555555,1240,89.97558674764674,-4.398705354995532
brown,6.06,207.0,1.1,0.083567161,1.1,7.3,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.138888888888886,9.39722222222222,2238,89.98834584720902,-113.74949449286676
black,6.3,200.0,0.05,0.1071,0.6,4.4,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.452777777777776,8.377777777777776,2909,89.98491066460706,31.42956561483852
brown,5.5,182.0,1.2,0.0827,1.1,6.3,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.83333333333333,8.608333333333333,1257,89.99637016439074,134.0759546472273
brown,5.5,149.0,3.0,0.1267,1.1,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.45,8.14722222222222,2450,89.98692857988502,-70.82099197418928
brown,6.06,155.0,0.05,0.083567161,1.0,4.9,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.91111111111111,9.705555555555554,1666,89.99832259255409,132.0096550248346
brown,5.4,165.0,1.0,0.1554,0.7,11.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.79722222222222,8.594444444444443,1263,89.95254917462057,-153.434948822922
red,5.6,206.0,1.0,0.2126,0.5,10.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.71111111111111,8.144444444444442,1731,89.96248682552037,-45.0
brown,6.59,194.0,1.8,0.064071857,1.5,10.2,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.32222222222222,9.733333333333333,2267,89.9939289647325,-145.0975043840753
black,6.3,400.0,1.0,0.1071,0.9,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.016666666666666,8.113888888888887,-32767,0.0,180.0
brown,6.59,262.0,0.05,0.064071857,0.8,0.05,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.11944444444444,9.32222222222222,2085,89.99776458075344,10.520784313874362
brown,6.06,163.0,2.9,0.083567161,1.3,5.5,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.075,8.347222222222221,1590,0.0,180.0
brown,6.06,241.0,2.6,0.083567161,1.2,4.7,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.7,9.51111111111111,2090,89.9988591336631,-142.71938695539092
brown,5.5,121.0,2.0,0.0827,0.8,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.21944444444444,9.794444444444444,1734,89.9970588575782,3.7084281571304536
red,5.1,137.0,3.0,0.1777,0.7,11.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.81388888888889,8.488888888888887,1857,89.98927586757803,-122.61924307119284
brown,5.5,222.0,1.0,0.0827,1.0,3.9,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.16388888888888,9.733333333333333,1980,89.99811396547456,-49.32506043473846
brown,5.5,255.0,2.0,0.1158,1.5,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.78888888888888,8.158333333333331,-32767,0.0,180.0
brown,5.5,207.0,2.0,0.1818,1.6,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.93611111111111,9.913888888888888,978,89.9858353962626,-122.27564431457762
brown,6.0,185.0,2.0,0.1129,1.5,5.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.56111111111111,9.255555555555556,1532,89.98576474942456,26.56505117707799
black,6.06,331.0,1.6,0.083567161,0.9,10.9,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.99166666666667,9.827777777777776,1179,89.99485323420045,-157.16634582208246
brown,5.6,271.0,3.0,0.2334,3.7,12.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.33055555555556,8.89722222222222,-32767,0.0,180.0
brown,5.7,209.0,2.0,0.1721,0.7,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.83055555555556,9.825,2022,89.99830255849821,-85.7184637649294
brown,5.0,137.0,2.0,0.239,1.4,14.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.40555555555555,8.274999999999999,-32767,0.0,180.0
brown,5.9,193.0,1.0,0.1724,1.2,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.62777777777777,8.527777777777777,-32767,0.0,180.0
red,5.1,141.0,5.0,0.2358,1.1,12.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.58888888888889,8.347222222222221,-32767,0.0,180.0
brown,5.0,175.0,3.0,0.2324,1.2,15.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.71111111111111,8.930555555555554,-32767,0.0,180.0
red,5.71,456.0,2.3,0.087606518,1.0,3.4,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.94166666666666,9.31111111111111,2888,89.99642438713414,51.84277341263094
black,6.4,299.0,2.0,0.168,1.0,5.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.516666666666666,8.752777777777776,1384,89.94694836746378,180.0
red,6.15,228.0,1.1,0.079226038,1.0,4.9,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,38.43055555555555,9.233333333333333,2834,89.99725319208561,-118.3342424831246
red,5.4,218.0,1.0,0.1972,1.1,9.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.71944444444444,9.72222222222222,3644,89.9962507643518,15.018360631150667
brown,6.7,300.0,38.9,0.0991,1.9,3.9,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.48611111111111,9.96111111111111,2292,89.99713640775823,-171.72410717292482
brown,6.7,154.0,2.0,0.0991,1.1,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.68333333333333,9.369444444444444,1533,89.97634021383553,138.01278750418336
black,6.06,251.0,0.05,0.083567161,0.9,6.3,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.73888888888889,8.955555555555554,977,89.77492207876419,135.0
black,6.06,251.0,1.1,0.083567161,0.9,2.8,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.38333333333333,9.499999999999998,2260,89.98497802804478,160.70995378081125
red,5.2,212.0,2.0,0.1954,0.8,9.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,37.99166666666667,8.916666666666666,-32767,0.0,180.0
brown,6.06,271.0,1.1,0.083567161,1.0,8.9,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.275,9.04722222222222,2499,89.98997915049743,151.82140989004083
brown,5.6,117.0,1.0,0.2122,1.6,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.28611111111111,9.825,2673,89.92042257962264,90.0
brown,5.71,274.0,0.05,0.087606518,0.9,7.3,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.40555555555555,8.302777777777777,1600,89.98966722395755,125.75388725443676
black,6.15,182.0,2.0,0.079226038,0.8,6.2,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Teff,39.54722222222222,9.18611111111111,2631,89.99861190500567,87.00034469350399
