N,P,K,ph,temperature,humidity,rainfall,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,elevation,slope,aspect,soil_Alluvial,soil_Black,soil_Clay,soil_Clay loam,soil_Laterite,soil_Loamy,soil_Sandy,soil_Sandy loam,label
99,15,27,6.086922359,27.41711238,56.63636248,127.92461000000002,0.4493,0.5218,0.6878,0.6193,21.6916,28.865,35.5762,29.1453,17.5791,23.3816,28.7219,23.6619,10.6876,26.4726,63.2921,26.2915,428.0,0.071635,96.171566,0,0,0,0,1,0,0,0,5
13,144,197,6.28022267,22.9215706,94.89613443,105.6941544,0.7621,0.8643,1.1269,1.0429,18.7402,23.6915,29.6888,24.5054,15.302,19.1072,23.9584,19.9211,11.7553,25.775,53.1982,19.0324,3886.0,8.247012,229.903889,0,0,0,0,0,1,0,0,0
13,126,204,6.3831802710000005,23.1094265,92.79630809,108.183792,0.7438,0.8479,1.1187,1.0097,19.4934,24.9648,30.2606,24.341,16.027,20.343,24.4832,19.7191,11.9708,22.6582,52.4595,18.075,3598.0,2.238352,64.555074,0,0,0,1,0,0,0,0,0
10,79,18,5.624731337999999,21.0643684,55.46985938,184.6226709,0.4486,0.5045,0.6891,0.6115,16.3073,23.3921,28.2378,22.592,13.1476,19.1792,22.9717,18.3791,13.2126,37.2223,94.0528,36.6415,187.0,0.070202,295.926425,0,1,0,0,0,0,0,0,18
75,54,36,7.023936392,26.29465461,84.56919326,257.4914906,0.6876,0.7718,1.0213,0.9423,21.0024,27.863,35.2028,27.6827,17.0582,22.6041,28.6292,22.4238,27.3901,53.8369,128.4115,49.8644,170.0,0.348396,158.262249,1,0,0,0,0,0,0,0,20
82,40,45,6.667633355,26.21312799,81.70476368,180.1237765,0.6383,0.7208,1.0035,0.8871,20.3224,28.2919,34.8035,27.2078,16.3904,23.0493,28.2502,21.9652,17.6821,36.2635,89.076,38.3058,177.0,0.058601,173.062166,0,0,0,0,0,1,0,0,8
92,40,30,6.026287448,23.35723208,55.18792166,171.6976946,0.4547,0.4978,0.6512,0.5922,17.4375,23.9649,30.62,23.6821,13.9339,19.2934,24.7807,19.0107,14.5735,34.7479,88.1155,34.1256,0.0,0.0,216.054337,0,0,0,0,1,0,0,0,5
54,77,85,7.8292111439999985,17.141861399999996,17.0662427,83.74606679,0.14,0.1577,0.2104,0.1901,13.3316,18.4259,22.5205,17.8507,10.7604,14.9976,18.235,14.4223,11.4829,17.6758,36.8139,14.4472,277.0,0.132798,0.40875,0,1,0,0,0,0,0,0,3
97,29,27,7.205078785,27.74576987,54.36976075,139.8619431,0.4378,0.5039,0.6547,0.5862,22.2276,29.1235,37.3923,28.9128,18.0657,23.5744,30.4559,23.3636,13.5231,30.1486,68.1771,29.5065,637.0,0.094502,158.888977,0,0,0,1,0,0,0,0,5
23,35,18,5.414492777,26.4908332,47.36534833,36.99362831,0.3688,0.4234,0.5529,0.5353,20.5573,26.9188,34.6342,27.8671,16.5837,21.6207,28.0115,22.569,4.2068,7.8888,21.6852,6.8787,301.0,0.113023,17.210951,0,0,0,0,0,1,0,0,13
88,78,45,6.324270089,29.10403455,79.19588629,92.07835761,0.6328,0.7044,0.9608,0.8875,23.033,30.7617,38.54,31.5077,18.6674,24.9409,31.264,25.6869,11.7981,17.0539,47.1425,19.2977,401.0,0.940457,175.61881,1,0,0,0,0,0,0,0,1
32,71,85,6.4039823160000005,20.62767492,14.44008871,92.06630306,0.1054,0.1294,0.1965,0.1434,17.2873,21.8673,27.6348,21.207,14.1932,17.7417,22.4778,17.0815,8.4837,16.4487,46.4254,18.9292,331.0,0.10967,358.050812,0,0,0,0,0,1,0,0,3
39,52,53,6.704204398,32.51247398,94.65904123,51.07048113,0.7615,0.8637,1.141,1.0557,24.8418,34.7596,42.8218,34.1075,19.965,28.2571,34.6937,27.605,4.9644,11.3537,25.6588,13.3399,165.0,0.120134,302.44447,0,0,0,0,0,1,0,0,17
61,64,52,6.641098708,43.30204933,92.83405443,110.562229,0.7571,0.8217,1.1139,1.0336,33.9677,45.9977,57.7846,46.1485,27.4724,37.3373,46.9591,37.4881,9.8272,19.7161,54.2041,23.954,78.0,0.054554,182.569382,1,0,0,0,0,0,0,0,17
36,61,21,5.617008201,34.53823889,39.04468913,168.5948318,0.313,0.3496,0.4736,0.4244,26.6859,35.7259,45.5116,36.0116,21.5052,28.8182,36.8771,29.104,17.0738,34.5176,84.8793,31.3211,585.0,0.171715,33.043201,0,0,0,0,0,1,0,0,18
131,38,19,6.814341946,23.86814008,75.68339729,90.4547185,0.6128,0.6955,0.8963,0.8387,19.4439,26.6299,30.6707,24.2125,15.8637,21.8563,24.7037,19.4389,12.1794,19.9423,45.9477,13.8211,66.0,0.035785,350.3067,1,0,0,0,0,0,0,0,6
70,68,45,6.991626158,33.83508569,92.85470152,203.4044028,0.7214,0.8177,1.1128,1.034,26.7464,35.8488,44.4484,35.4563,21.6712,29.0818,35.9896,28.6893,21.2188,38.7225,102.7415,40.0385,23.0,0.157284,13.803159,0,0,0,0,0,1,0,0,17
15,77,20,7.399749291,25.13163619,66.92642362,49.04015558,0.544,0.5967,0.8214,0.7128,19.9472,25.4326,33.9964,25.4972,16.1774,20.4063,27.7135,20.4708,2.3781,13.4111,24.1341,8.58,129.0,0.700083,42.999219,0,0,0,1,0,0,0,0,10
101,37,18,7.63737841,22.92360984,82.68738535,92.91915074,0.6739,0.7563,0.9858,0.901,17.7777,23.7489,30.1768,23.8009,14.3391,19.1642,24.4459,19.2162,6.506,19.5722,46.5206,16.4237,584.0,0.081819,67.082463,0,1,0,0,0,0,0,0,6
42,61,22,7.418650668,26.27274407,62.28814857,70.23207557,0.498,0.5428,0.7467,0.6823,20.9965,27.1335,34.0998,27.9569,17.0556,21.8789,27.5316,22.7023,8.6842,12.9804,33.8423,14.3474,0.0,0.0,177.574161,0,0,0,0,0,1,0,0,2
92,20,55,6.5877912620000005,25.10474753,87.52676159999999,59.26519444,0.7023,0.796,1.0455,0.9657,19.4608,26.1903,32.2281,26.3944,15.6951,21.1694,25.9519,21.3735,8.5881,8.9823,32.5087,12.4092,506.0,0.100489,215.033555,0,0,0,0,0,1,0,0,21
1,66,23,4.803564468,19.54317155,56.92831399,173.1686574,0.4515,0.5038,0.6946,0.6209,14.7964,20.5659,24.8846,21.0796,11.8649,16.6572,19.9989,17.171,18.3856,34.6463,86.1738,33.5866,504.0,0.152266,139.266106,0,0,0,0,0,0,0,1,18
36,76,75,8.736337905,18.38120357,16.63805158,70.52056697,0.1406,0.1452,0.2032,0.1899,13.7166,18.7352,23.8577,19.6792,10.9594,15.059,19.2624,16.003,6.2197,16.6184,33.7984,17.8013,309.0,0.107101,198.757817,0,1,0,0,0,0,0,0,3
44,58,18,6.814410927999999,28.03644051,65.06601664,72.49507741,0.5239,0.5767,0.7881,0.7071,21.6854,29.6652,36.2472,29.45,17.4799,24.0579,29.2381,23.8427,3.7385,13.2493,38.2621,17.6781,15.0,0.009283,118.129635,0,0,0,1,0,0,0,0,2
40,68,17,7.733149554,34.1262979,65.14877461,70.40795007,0.5353,0.5974,0.7951,0.7016,27.5864,35.9023,44.6292,36.0172,22.4675,29.077,36.0977,29.192,6.9824,11.08,37.1544,13.9818,403.0,0.244082,8.833918,1,0,0,0,0,0,0,0,2
9,16,39,6.101198974,18.41164435,91.11927248,105.1834976,0.7184,0.829,1.0891,1.0045,14.2227,20.1134,24.4353,19.3157,11.461,16.4311,19.8323,15.6334,8.1643,24.4977,55.2384,20.9511,589.0,0.056932,156.981122,0,1,0,0,0,0,0,0,19
86,39,43,6.432051512,26.14576648,71.23690851,193.1007598,0.5816,0.6332,0.8467,0.7889,21.2642,27.5401,34.149,26.9622,17.3424,22.3109,27.6125,21.7331,22.8518,42.7737,96.1708,37.4088,5.0,0.007931,249.913766,0,0,0,0,0,1,0,0,8
18,23,44,6.184400085,23.71028128,89.61794165,105.64999070000002,0.7194,0.7899,1.0656,0.9874,18.8544,25.1826,30.6807,25.1123,15.2979,20.4405,24.7531,20.3702,9.3584,23.1111,52.5973,19.6447,722.0,0.369245,32.860311,0,1,0,0,0,0,0,0,19
118,13,54,6.039584629,24.41311871,89.81574032,44.07843475,0.7049,0.8097,1.0695,0.9815,18.6132,25.9052,32.496,25.1975,14.9513,21.0225,26.3927,20.3149,7.5903,7.5025,23.6265,10.3323,0.0,0.0,42.735303,0,0,0,0,0,0,0,1,21
36,7,37,5.782435567,19.8671184,86.35590206,108.3168858,0.7029,0.7696,1.0465,0.9432,16.1042,21.2571,25.7291,21.0185,13.1242,17.2837,20.7623,17.0451,9.5418,26.1296,55.846,21.3606,472.0,0.118863,81.333046,0,1,0,0,0,0,0,0,19
14,18,30,5.191265116,29.80747243,52.13797867,95.74606104,0.4065,0.4601,0.6229,0.5635,22.4542,31.4627,38.8104,31.7523,17.983,25.5012,31.3585,25.7908,9.9023,19.6681,49.9226,17.0347,375.0,0.139171,295.77208,0,0,0,0,0,0,0,1,12
39,65,53,6.560743092999999,35.33294932,92.11508608,235.6133585,0.7241,0.8276,1.0917,0.9995,27.5391,36.6045,46.7001,37.1755,22.2392,29.5379,37.8669,30.1089,24.1408,50.6526,115.257,43.1192,438.0,0.556721,261.791834,1,0,0,0,0,0,0,0,17
74,39,23,6.78073637,22.6265115,65.77472881,88.17251033,0.5162,0.5897,0.7874,0.7233,17.8388,23.5012,28.4161,24.1501,14.4449,18.9759,22.7595,19.6248,10.2989,15.6458,48.9115,17.1087,14.0,0.045305,16.746599,1,0,0,0,0,0,0,0,11
102,24,54,6.698468621,27.72338349,90.93897939,22.81863447,0.7252,0.8285,1.108,1.0077,22.1616,29.9479,36.0586,29.2863,18.0031,24.4032,29.1277,23.7417,3.1317,9.2443,9.828,3.5422,218.0,0.507773,292.341298,0,0,0,0,0,1,0,0,15
37,56,25,5.774755143999999,22.05592283,19.60379304,126.7265372,0.1591,0.1571,0.2362,0.2107,16.6906,23.4988,28.5093,23.9071,13.3822,19.0876,22.9953,19.4959,13.7764,23.8226,64.3248,24.3502,3990.0,2.946009,277.817379,0,0,0,1,0,0,0,0,9
39,60,15,5.004074623999999,35.09357419,30.98685456,116.9106908,0.2551,0.2669,0.3797,0.3331,26.9683,38.1422,45.8554,36.2169,21.7042,31.1235,37.082,29.1982,14.2726,24.78,55.5144,23.5401,660.0,0.071813,87.685008,0,1,0,0,0,0,0,0,18
23,138,195,5.7959857160000015,22.49095104,91.70292746,124.3915101,0.7322,0.8266,1.0939,1.0087,17.3493,23.4324,29.5391,23.5254,13.9756,18.9342,23.9164,19.0273,15.1959,25.0717,61.9212,26.7653,428.0,2.066326,196.61533,0,0,0,0,0,0,0,1,0
113,28,48,6.170520517999999,28.87726019,92.48839665,24.44267592,0.7432,0.8526,1.0981,1.0359,23.5327,29.9119,37.4296,29.8024,19.2011,24.1364,30.2103,24.027,2.199,5.9416,14.7275,0.0,294.0,0.056479,297.202873,0,0,0,0,0,1,0,0,15
118,88,52,5.8431631610000005,28.65003945,82.68752542,98.75084366,0.6607,0.7532,1.0001,0.9292,23.0347,29.9293,37.5354,29.8207,18.7371,24.1993,30.3729,24.0907,10.4452,18.5345,51.7214,20.3767,0.0,0.0,261.322149,0,0,0,0,0,1,0,0,1
86,37,16,5.561510732,20.51716779,59.21235483,67.61013737,0.4679,0.5471,0.7229,0.6452,16.29,21.4759,27.4115,21.6417,13.2124,17.3725,22.2822,17.5383,1.8834,15.3745,33.9824,12.8899,177.0,0.858881,60.971317,0,0,0,0,0,1,0,0,11
83,95,50,5.50947065,26.51682337,77.79913575,108.8547508,0.6219,0.7037,0.9497,0.87,21.6616,27.2717,34.755,27.8726,17.6841,21.9683,28.1258,22.5693,8.3927,20.9884,53.0289,22.312,8.0,0.017649,302.096911,1,0,0,0,0,0,0,0,1
89,57,43,6.998787171,26.91515043,73.19897535,177.22330480000005,0.5809,0.6648,0.8871,0.7912,21.648,27.8874,35.8417,28.0643,17.6107,22.5044,29.1129,22.6812,20.1544,32.8351,89.5484,34.6634,47.0,0.007308,246.128196,1,0,0,0,0,0,0,0,8
35,67,49,6.617066674,41.31330062,91.1508798,239.7427554,0.7273,0.8109,1.1028,1.0111,33.0513,42.604,54.2529,43.5078,26.8543,34.3413,43.9246,35.2452,22.1534,44.5707,117.3494,47.9431,685.0,0.436271,152.436978,0,0,0,0,0,0,0,1,17
106,14,45,6.417011754,24.47018505,84.16390229,57.26773002,0.6821,0.7602,1.0163,0.9229,18.9234,25.0826,31.4953,25.5138,15.2529,20.1885,25.3777,20.6198,4.0245,11.0877,29.5628,12.3943,0.0,0.0,53.245225,0,0,0,0,0,0,0,1,21
106,21,35,7.4285236339999985,25.627355,57.04151119,188.5506536,0.4645,0.5223,0.6723,0.6441,20.194,27.3702,33.4155,26.7679,16.3499,22.2448,27.0087,21.6424,17.8937,40.2172,93.055,42.1002,0.0,0.0,173.006623,0,0,0,0,0,1,0,0,5
11,72,20,5.9511774520000005,19.52226241,24.92607153,113.334026,0.1885,0.2254,0.2706,0.2716,15.4956,20.0135,25.87,19.9353,12.5673,16.1091,20.9894,16.0309,9.3623,21.4142,54.9533,21.5907,203.0,0.011652,38.951708,0,0,0,1,0,0,0,0,9
8,33,29,6.442393461,29.98080499,49.48613279,91.82271568,0.403,0.4632,0.6025,0.5487,23.2474,31.7924,39.6688,32.0848,18.7503,25.7962,32.1736,26.0886,6.4216,19.4978,49.3308,20.1723,527.0,0.392184,84.173336,0,0,0,0,0,1,0,0,12
26,67,24,5.642813116,36.97794384,37.73992903,161.48129630000005,0.3223,0.3391,0.4369,0.4048,28.0678,39.0259,48.4406,38.2096,22.5211,31.6303,39.1961,30.814,16.4588,30.826,85.2948,31.4157,632.0,0.057451,144.41191,0,1,0,0,0,0,0,0,18
29,21,45,6.749260456,23.40981539,93.13277,105.2240743,0.7475,0.8378,1.126,1.0221,18.6363,24.2592,30.5742,24.8853,15.1249,19.5772,24.7218,20.2033,10.5912,20.0223,52.9805,20.3608,566.0,0.487798,287.706691,0,0,0,0,0,1,0,0,19
113,41,20,7.256877571,25.0017188,80.53965818,96.32600992,0.6452,0.7322,0.961,0.9072,19.9324,26.8707,32.2857,26.3927,16.1821,21.8704,26.0353,21.3923,11.6842,18.0903,52.0703,19.0248,0.0,0.0,4.387728,0,1,0,0,0,0,0,0,6
66,53,41,7.778915154,25.0756354,80.52389148,257.0038865,0.6386,0.7245,0.9604,0.8836,19.3326,26.6346,33.5506,26.2283,15.5712,21.6195,27.2817,21.2132,27.195,51.6354,129.5961,53.5983,182.0,1.033474,85.152633,1,0,0,0,0,0,0,0,20
93,41,17,6.047906679,25.6217169,66.50415474,105.4654703,0.5289,0.6217,0.795,0.7386,19.6309,26.9737,33.7245,26.8266,15.7877,21.8493,27.3191,21.7022,12.9727,21.8797,52.9998,23.0065,575.0,0.138302,224.109179,0,0,0,0,0,1,0,0,11
58,63,81,6.515499548999999,19.81344531,14.69765308,78.96514709,0.1219,0.1425,0.1576,0.153,16.8164,20.5217,25.2122,20.9989,13.8444,16.559,20.2588,17.0362,5.1413,19.9699,43.2245,16.8623,535.0,0.190693,83.955879,0,0,0,0,0,1,0,0,3
27,56,22,5.833010957999999,19.91853092,20.70099804,108.6434544,0.1822,0.197,0.2445,0.2366,15.3182,20.9156,26.0877,21.0834,12.3305,16.9319,21.108,17.0997,10.3782,24.2725,54.2099,21.7372,475.0,0.197961,276.185788,0,0,0,1,0,0,0,0,9
116,52,19,6.114525877,22.94276687,75.37170612,67.08022574,0.6047,0.6786,0.901,0.8263,17.3146,24.1368,30.0429,24.2796,13.8732,19.5483,24.3072,19.691,7.4684,11.2786,35.6855,16.8638,476.0,0.002884,55.712012,0,0,0,0,0,0,0,1,6
136,36,24,7.59781958,22.74446976,80.41198458,90.07326633,0.6553,0.733,0.9605,0.8837,17.7397,24.42,30.4217,24.3707,14.3281,19.8711,24.7356,19.8218,6.7404,17.712,42.5065,19.2182,645.0,0.251145,265.958675,0,0,0,0,0,0,0,1,6
95,16,46,6.74669542,27.076726500000003,90.14362622,24.4514648,0.7323,0.8222,1.0799,0.998,21.4621,29.3418,35.0252,28.7789,17.4006,23.9264,28.256,23.3635,3.3552,5.9366,12.3691,5.2294,160.0,0.109921,159.177246,0,0,0,0,0,0,0,1,15
69,51,23,6.80163854,22.21738222,72.85462807,106.6213157,0.6012,0.6555,0.8581,0.8109,17.6798,23.1536,29.5603,22.7943,14.3472,18.7101,24.0059,18.3509,10.2152,20.7179,51.2033,24.7455,376.0,0.34341,273.395354,0,0,0,0,0,1,0,0,11
31,68,45,6.938313356,42.92325255,90.07600528,196.2408242,0.7238,0.81,1.0962,0.9795,34.0682,45.2009,56.5948,44.559,27.6298,36.6163,45.864,35.9744,20.5253,37.9238,97.118,37.5147,135.0,0.154825,247.50137,0,0,0,0,0,1,0,0,17
12,6,8,6.388617138,30.84835031,92.86773675,107.4142681,0.7487,0.8208,1.1169,1.0311,24.0306,31.771,40.3998,32.6357,19.4034,25.6013,32.6877,26.4661,13.1985,26.1628,52.3233,22.0824,496.0,0.502959,203.48232,0,0,0,0,0,1,0,0,16
26,18,27,5.836075368,27.45907759,92.90736493,142.1430003,0.7511,0.8574,1.1166,1.0171,22.1414,28.7472,35.7027,28.4352,18.0225,23.2554,28.838,22.9434,11.6286,27.4199,70.1345,31.2926,897.0,0.249807,297.989809,0,0,0,0,0,1,0,0,4
97,8,52,6.237861736,24.9103226,86.97190046,49.48575692,0.6857,0.7771,1.0436,0.9522,19.062,26.3176,33.6471,26.8999,15.3254,21.3355,27.4196,21.9178,3.0607,14.0423,28.6535,5.8787,380.0,0.045184,16.054273,0,0,0,0,0,0,1,0,21
2,61,20,5.95561668,22.13974653,23.02251117,76.64128258,0.1799,0.2117,0.2799,0.2549,17.8265,23.5221,29.1331,22.2035,14.5055,19.0942,23.5982,17.7755,8.4802,13.6769,38.335,19.7533,4767.0,0.734473,181.264669,0,0,0,0,0,1,0,0,9
29,17,29,5.959493188,29.20394909,95.66997327,211.2506267,0.7713,0.8481,1.1512,1.0475,22.3141,30.4749,38.1228,31.0602,17.9335,24.6342,30.8218,25.2194,21.0159,41.6498,105.9593,38.5293,911.0,0.198968,52.054801,0,0,0,0,0,1,0,0,4
71,46,40,7.236705436,20.2801937,82.1235421,191.9535738,0.6445,0.7339,0.9714,0.8906,16.1337,21.2018,26.2656,21.5972,13.0917,17.1457,21.1955,17.5412,21.0434,40.4887,92.8635,41.9003,0.0,0.00068,354.597626,1,0,0,0,0,0,0,0,20
62,49,37,7.479248124,24.21744605,82.85284045,166.13658859999995,0.6592,0.7542,0.9959,0.9083,18.7833,24.9371,31.8861,25.4747,15.1507,20.0936,25.8318,20.6312,15.6269,32.8624,83.1777,36.0641,615.0,1.089143,119.08734,1,0,0,0,0,0,0,0,8
12,20,39,6.026999326,19.86173586,86.19740917,111.0217929,0.6893,0.7695,1.0362,0.9608,15.3447,20.3042,25.6616,21.5038,12.3655,16.3318,20.6962,17.5314,6.3367,24.6194,55.964,22.0894,465.0,0.318287,4.712347,0,0,0,0,0,0,0,1,19
25,12,26,6.436314406,28.56973521,95.67906668,134.83703480000003,0.7663,0.8647,1.1599,1.067,22.2959,29.4473,37.3459,30.1357,18.0104,23.7333,30.2035,24.4217,14.5767,27.0367,65.611,25.5542,105.0,0.034797,249.008322,0,0,0,0,0,0,0,1,4
25,60,22,5.887263027,21.63149148,21.17919701,134.3649948,0.1899,0.1938,0.2624,0.2232,17.0865,22.7019,27.9848,22.7219,13.8418,18.3756,22.577,18.3956,13.9912,26.8508,67.634,29.48,3450.0,6.513808,252.666085,0,0,0,0,0,0,0,1,9
20,27,41,5.700088663,20.51343484,92.51675903,110.5764023,0.7488,0.8298,1.1172,1.0189,16.691,20.9135,27.2467,21.7495,13.614,16.8108,22.1183,17.6468,9.4382,25.2509,57.0679,23.4399,460.0,0.08015,8.591014,0,0,0,0,0,0,0,1,19
93,83,46,5.765308943,29.38254012,83.50423735,109.2486647,0.6598,0.7631,1.0028,0.9187,23.3497,30.7171,38.2712,31.1613,18.9424,24.8406,30.9256,25.2848,12.0985,24.5733,54.9912,22.2302,57.0,0.114049,295.794746,1,0,0,0,0,0,0,0,1
37,18,30,6.38488418,27.63551259,99.34854917,157.91715369999997,0.7991,0.8961,1.1777,1.0895,21.7046,29.1172,35.5591,29.5237,17.5592,23.5901,28.6502,23.9966,19.2406,31.9421,77.3426,30.5242,764.0,0.140519,64.910039,0,0,0,0,0,1,0,0,4
43,68,20,7.497469256,29.57812712,66.17587668,69.43895491,0.5443,0.5922,0.7773,0.7265,22.494,31.8284,38.2885,31.8599,18.0572,25.9128,30.8939,25.9442,11.0529,11.5785,34.5047,14.4924,0.0,0.0,222.441787,0,0,0,1,0,0,0,0,2
43,61,20,6.804253866,26.87187036,61.61367264,63.51822045,0.5014,0.5645,0.7431,0.697,21.3722,27.3313,35.6844,28.7317,17.3414,21.9569,28.9664,23.3573,7.4205,14.5784,32.1995,10.7976,155.0,0.154825,67.48389,1,0,0,0,0,0,0,0,2
4,61,21,6.75020529,24.84063998,60.09116626,48.77790371,0.4671,0.5413,0.7256,0.6596,20.5101,26.939,32.0037,25.5354,16.784,21.9709,25.7936,20.5673,2.6589,9.2704,25.4779,9.0845,314.0,0.202352,24.023519,0,0,0,0,0,1,0,0,10
11,36,31,6.47544932,27.92063282,51.77965917,100.2585673,0.4159,0.4592,0.6128,0.5666,22.013,29.1304,36.9456,28.2731,17.8249,23.5463,29.9655,22.689,6.2541,18.7336,48.9199,17.876,121.0,0.004715,273.242312,0,0,0,0,0,1,0,0,12
79,51,16,6.586244581,25.33797709,68.49835977,96.46380213,0.5425,0.6148,0.8315,0.7421,20.3428,26.6032,33.6043,27.3436,16.5421,21.5356,27.2698,22.276,8.01,18.3863,48.4087,18.9054,202.0,0.105422,104.963199,0,0,0,0,0,1,0,0,11
117,26,30,7.079850922,27.92374437,67.96910852,115.2325531,0.5354,0.598,0.8092,0.737,21.7026,29.3813,36.7777,29.2161,17.514,23.7966,29.7968,23.6314,14.4619,22.4144,55.587,24.3168,122.0,0.057236,9.684602,0,0,0,1,0,0,0,0,5
22,28,26,4.947683034,27.67256197,45.41692012,92.84991507,0.3666,0.4302,0.524,0.5014,22.2435,29.8975,35.3202,29.0327,18.0926,24.363,28.4021,23.4981,9.2423,17.3963,49.0687,14.9887,642.0,0.040594,282.760097,1,0,0,0,0,0,0,0,12
10,9,28,6.282955072999999,29.01256899,94.01014388,150.05003119999995,0.7607,0.8406,1.119,1.0497,23.1059,30.3361,37.2764,30.2095,18.754,24.5336,30.0233,24.407,15.3278,28.6754,73.1433,29.6949,0.0,0.0,180.035064,1,0,0,0,0,0,0,0,4
114,21,55,6.472756256,25.4438391,87.93923120000002,57.51549686,0.6912,0.7962,1.0531,0.9569,20.411,26.3731,33.1274,26.5076,16.5944,21.2843,26.7665,21.4188,5.5538,11.0695,32.8298,12.67,406.0,0.034126,91.124494,0,0,0,0,0,0,0,1,21
0,19,31,6.271952832999999,25.51791333,94.38420565,178.7297725,0.7653,0.8591,1.1321,1.041,19.411,27.2127,32.8378,26.5579,15.5833,22.1091,26.4584,21.4543,18.8724,34.7505,89.8109,36.4052,795.0,0.249344,34.533266,0,0,0,0,0,1,0,0,4
86,18,45,6.566759102000001,28.96586565,90.71832938,22.25838137,0.7427,0.8169,1.066,1.0013,22.8157,30.7897,37.2452,31.0704,18.4708,24.9965,30.0038,25.2773,3.3987,4.1469,11.5217,5.6989,160.0,0.001889,220.443625,0,0,0,0,0,1,0,0,15
36,59,46,6.721130542999999,34.28879307,93.61082872,127.2509777,0.7588,0.8629,1.1247,1.0408,26.6343,36.5206,44.6063,37.0178,21.491,29.6628,36.0341,30.16,15.0489,27.9838,62.9051,25.0724,0.0,0.0,76.861702,1,0,0,0,0,0,0,0,17
98,7,45,6.157724816,27.79161808,92.51054946,26.85422624,0.7243,0.8468,1.1267,1.0079,22.2682,29.9354,36.7449,29.1167,18.0995,24.377,29.797,23.5583,2.1968,7.0727,17.2628,4.8303,365.0,0.090046,247.804118,0,0,0,0,0,1,0,0,15
6,13,29,5.832608027999999,27.31155708,99.96906006,201.8258633,0.8003,0.8867,1.2061,1.096,21.6695,28.644,35.3441,28.3334,17.5728,23.1816,28.5162,22.8711,21.2943,41.3541,98.5811,41.714,0.0,0.0,257.706557,0,0,0,0,0,1,0,0,4
7,28,35,4.66910839,30.02086169,46.78393776,96.63721027,0.3699,0.4071,0.5631,0.5029,23.7103,31.4281,38.7382,31.3814,19.2072,25.4239,31.233,25.3772,9.8652,19.6904,51.0669,19.0735,260.0,0.074532,233.549577,0,0,0,0,0,0,0,1,12
95,75,50,5.623615687000001,28.08166093,75.26429821,118.2761894,0.6091,0.6743,0.9005,0.8349,21.938,29.8931,35.7534,28.9237,17.7258,24.2768,28.733,23.3073,13.9743,21.4731,61.4943,21.7549,920.0,1.098238,259.745286,0,0,0,0,0,1,0,0,1
109,21,55,6.770278088,24.9004602,89.73524177,57.44942094,0.7281,0.8165,1.0943,0.9896,19.0972,25.8422,31.7833,25.9441,15.3622,20.8621,25.5582,20.964,3.7632,11.5594,27.6647,12.74,452.0,0.263036,158.78492,0,0,0,0,0,0,1,0,21
110,39,18,7.766259768999999,24.54795322,75.39752705,63.88079866,0.6089,0.6702,0.8977,0.8267,19.0755,26.0577,32.5272,26.0518,15.3933,21.1481,26.3902,21.1423,4.6883,12.2515,33.2415,15.0997,268.0,0.55203,59.384111,0,1,0,0,0,0,0,0,6
33,47,46,6.839443833,29.20300896,93.96834049,209.4083305,0.7568,0.8431,1.1383,1.0366,22.5266,31.1005,39.1648,29.3902,18.1461,25.2599,31.864,23.5496,23.0029,42.6042,103.1358,43.4788,191.0,0.581164,70.715689,0,0,0,0,0,1,0,0,17
31,13,33,5.85971872,27.63834933,95.48763389,205.5463111,0.7705,0.8592,1.1479,1.0543,22.5236,28.6902,36.7097,29.2931,18.3778,23.1625,29.8001,23.7654,20.7341,44.3879,104.6211,43.0704,0.0,0.0,134.829081,0,0,0,0,0,0,0,1,4
32,79,15,5.706198621,23.90910104,20.74619325,81.60211243,0.1832,0.1946,0.2367,0.2222,18.2933,25.2142,31.8069,25.1116,14.707,20.4324,25.8297,20.3298,6.3675,15.1791,43.7053,15.7221,222.0,0.030511,46.847234,0,0,0,0,0,0,0,1,9
9,11,8,6.559236744,24.85903405,94.39000473,111.78037340000002,0.7556,0.8595,1.133,1.0608,20.1015,26.5775,32.949,26.5421,16.3726,21.6057,26.7342,21.5703,10.9542,16.533,53.2679,23.4697,343.0,0.121472,168.135517,0,0,0,0,0,0,0,1,16
107,34,32,6.78006386,26.77463708,66.4132686,177.7745075,0.5334,0.5992,0.7973,0.7378,20.8304,28.228,35.0597,28.0805,16.8142,22.8731,28.366,22.7256,18.2882,34.2712,89.278,35.7417,101.0,0.080748,188.135043,0,0,0,1,0,0,0,0,5
35,140,197,6.106190557000001,16.77557314,82.75241875,66.76285469,0.6604,0.7525,1.0006,0.8985,12.4734,17.8603,21.665,17.0733,9.957,14.5051,17.4711,13.7182,4.9619,11.24,31.6637,14.0566,447.0,0.036052,172.86388,0,1,0,0,0,0,0,0,7
121,36,24,7.352401887,23.66457347,81.69105088,99.36898373,0.6574,0.7453,0.9694,0.9088,18.488,24.3295,30.8059,24.318,14.9383,19.5966,24.8897,19.5851,12.0162,21.1092,49.917,17.626,431.0,0.159353,99.64467,0,0,0,0,0,0,0,1,6
